katamajemuk
putus kaji
putus lotere
putus mupakat
putus napas
putus niat
putus nyawa
putus rejeki
putus umur
rambang mata
rapuh hati
rapuh mulut
rawan hati
rela hati
rendah budi
rendah diri
rendah hati
rentan hati
riang mulut
ringan kaki
ringan kepala
ringan mulut
ringan tangan
ringan tulang
rusuh hati
sakit hati
sakit jantung
sakit kepala
salah benang
salah hati
salah jalan
salah jawab
salah kata
salah kira-kira
salah langkah
salah urat
salah wesel
sama bunyi
sama rupa
sama ucap
sampai ajal
sampai hati
sebal hati
sedap hati
sedih hati
sedu hati
sejuk hati
sempit hati
sempit kalang 
sempit kening
sempit pandangan
senang hati
serong hati
sesat akal
sesat barat
sesat lalu
sesat langkah
sesat pikiran
sesat pusat
setengah hati
setengah mati
siap mental
singkat akal
singkat kata
singkat mulut
singkat pengetahuan
singkat tangan
suka hati
tabah hati
tajam akal
tajam hidung
tajam ingatan
tajam lidah
tajam lilik
tawar hati
tebal bibir
tebal jangat
tebal kulit
tebal lidah
tebal muka
tebal telinga
tegar hati
teguh hati
tepat waktu
terang akal
terang hati
tetap hati
tinggi hati
tinggi rejeki
tipis harapan
tipis telinga
tunabusana
tunakarya
tunanetra
tunarungu
tunasusila
tunawicara
tunawisma
turun darah
turun harga
turun merek
turun pangkat
turun tangan
walang hati
waswas hati
hidung belang
hidung putih
jarak jauh
kain kotor
kepala berat
kepala dingin
kepala dua
kepala lengar
kepala ringan
mata dekat
mata duitan
mata gelap
mata jauh
mata luyu
mata luyut
mata mamang
mata panjang
mata ragum
mata rambang
mata ruyup
mata sepet
mata tolak raih
mulut bisa
mulut busuk
mulut gatal
mutut kotor
mulut manis
mulut tajam
perut busuk
tangan naik
telinga tipis
adu buku tangan
adu cepat
adu kening
adu kuat
adu lidah
adu pendapat
adu tenaga
adu ujung jarum
adu jari
adu untung
adu upaya
alih kecek
alih langkah
alih nama
ambil bagian
ambil berat
ambil hati
ambil pusing
angkat bahu
angkat bicara
angkat diri
angkat kaki
angkat kening
angkat mata
angkat sembah
angkat sumpah
angkat tangan
angkat topi
balas budi
balik adab
balik arah
balik belah
balik gagang
balik mata
banting tulang
basuh mulut
bawa diri
bawa nasib
buang air
buang aksi
buang diri
buka praktek
buka puasa
buka suara
bunuh diri
cemar kaki
cuci gudang
cuci mata
cuci muka
cuci mulut
cuci tangan
dapat angin
diam diri
genggam-gemggam bara
goyang kaki
goyang kepala
goyang lidah
goyang pinggul
gulung tikar
hisap darah
jalan kaki
jawat tangan
jejak bahu
jejak bara
keras laku
lintas batas
lintas budaya
lintas sektoral
lupa daratan
main api
main kartu
main kayu
main mata
makan angin
makan duit
makan jangat
makan suap
menang angka
menang lotre
menang suara
minta ampun
minta diri
mohon ampun
mohon diri
naik kapal
naik kuda hijau
naik pelamin
naik takhta
pacu jantung
pandang bulu
pasang aksi
pasang kuda-kuda
percaya angin
pilih kasih
pilih-pilih ruas
pilih-pilih tebu
pindah buku
pindah darah
pindah rumah
pindah tangan
potong jalan
potong kompas
sentuh landas
tahan diri
tahan harga
tahan hati
tahan napas
tahan sabar
tahu adat 
tahu aturan
tahu balas
tahu batas
tahu diri
tamat quran
tangkap muka
tangkap tangan
tarik suara
tarik urat
taruh hati
tekuk lutut
tenggang hati
tenggang rasa
terima kasih
tidak tahu malu
tinggal landas
tolak angin
tolak pinggang
tukar cincin
tunjuk hidung
turun gunung
turun ranjang
turun tanah
turun tangga
unjuk diri
unjuk gigi
asal beli
asal jadi
baik sangka
buruk ambil
buruk laku
buruk sangka
imbal beli
kalah kuat
kalah pandai
kalah tinggi
kurang cerap
kurang ingat
kurang jadi
kurang makan
kurang periksa
kurang pikir
kurang tanggap
kurang terima
kurang tilik
pandai jatuh
pendek kira-kira
salah rasa
salah sangka
salah sebut
salah tafsir
salah tampa
salah tebak
salah terima
salah ucap
sama kuat
sama mudah
sama tinggi
salah agak
salah ambil
salah baca
salah bikin
salah dengar
salah bidik
salah dorong
salah duga
salah eja
salah guna
salah hitung
salah jamah
salah kena
salah kira
salah lihat
salah mengerti
salah pakai
salah pilih
salah raba
ada angin
ada hati
atas angin
atas pagar
awet muda
bau bangkai
bau minyak
bawah angin
bawah tanah
berak darah
berani mati
berat anak
berat istri
berat sebelah
berat suami
buta huruf
buta kayu
buta malam
buta politik
buta siang
buta warna
cerai susu
dalam kota
dalam negeri
gila pangkat
habis tempo
hampa udara
haus buku
haus darah
haus kekuasaan
haus uang
jatuh tempo
jauh hari
jauh malam
kalah suara
kering embun
laik laut
laik udara
layak laut
layak udara
lepas landas
lepas pantai
lolos butuh
luar biasa
luar kota
luar negeri
melek huruf
mogok kuliah
mogok makan
naik apel
naik banding
naik nobat
peka cahaya
puas diri
salah air
salah angkuh
salah rupa
sama tengah
sesat air
siap pakai
siap tempur
terang bulan
terang cuaca
terang hari
terang tanah
tinggi hari
busung darah
busung lapar
cerai mati
cerai tembilang
mabuk asmara
mabuk birahi
mabuk darah
mabuk durian
mabuk gadung
mabuk kepayang
mabuk laut
mabuk ombak
mabuk udara
mandi angin
mandi darah
mandi keringat
mandi ombak
mandi peluh
masak tangan
gagal total
harap-harap cemas
kawin lari
kawin paksa
kawin tamasya
keras-keras lemah
mati seladang
mati syahid
mogok duduk
nikah tamasya
terima salah
kembar lima
kembar tiga
lipat banyak
lipat dua
lipat tiga
kedap air
kedap suara
tahan air
tahan api
tahan besi
tahan cuci
tahan gelombang
tahan hina
tahan kias
tahan lama
tahan lapar
tahan lasak
tahan palu
tahan peluru
tahan sesah
tahan tangan
tahan tembak
tahan uji
bodoh-bodoh sepat
bulat telur
bulat torak
bunting kerbau
buta ayam
diam-diam lepu
hangat-hangat kuku
hijau lumut
hitam manggis
jinak-jinak merpati
juling air
keras-keras kerak
keruh-keruh kerak
kuning gading
kuning langsat
lari-lari anjing
layu bunga
lepas angin
lipat kajang
lurus tabung
mabuk empat tiang
malu-malu kucing
mati katak
mati kutu
merdeka ayam
nyengir kuda
patah arang
patah batu
pekak badak
pekak batu
pekak labang
pening-pening lalat
putih salju
putus arang
sakit kuning
silu-silu asam
suam-suam kuku
terang-terang kain
tidur-tidur ayam
tua-tua keladi
tua-tua kelapa
banjir uang
lut sinar
masuk angin
penuh air
tembus cahaya
tembus mata
tembus pandang
balik belakang
balik kerak
belok kiri
hadap kanan
hadap kiri
masuk desa
masuk kerja
masuk perangkap
masuk sekolah
masuk suluk
naik darat
pulang kampung
pulang kandang
pulang kantor
turun kandang
jatuh cinta
jatuh melarat
jatuh miskin
jatuh pailit
jatuh sakit
masuk belanda
masuk islam
masuk kompeni
masuk kristen
masuk tentara
naik besar
naik gembira
naik geram
naik haji
naik marah
naik mempelai
naik pitam
naik raja
naik saksi
pergi haji
bagi rata
beri tahu
bumi hangus
pukul mundur
tembak jatuh
tembak mati
tahu ada
tahu beres
tahu jadi
tahu dia
tangkap basar
kepala angin
kepala batu
kepala udang
mata biji saga
mata kelemayar
mata keranjang
mata sabun
mata seluang
otak udang
telinga kuali
telinga tempayan
jerih penat
karib bait
kasih sayang
kawal sambang
kecil mungil
kekal abadi
keluh kesah
kepalang tanggung
kusut masai
kusut rumut
kutuk laknat
lalu lalang
lambat laun
lembah ngarai
limpah ruah
malang melintang
mara bahaya
miskin papa
muda beliau
nur cahaya
pahit getir
pecah belah
pekik sorak
piuh pilin
pucat kusam
pucat nasi
pucuk rayu
rawa paya
riak gelombang
salah silih
sanak saudara
sangkut paut
sarap sampah
sebab musabab
sedu sedan
sehat walafiat
semak belukar
semak samun
senda gurau
siap siaga
sopan santun
sorak sorai
sukaria
sumpah serapah
sunyi senyap
susah payah
tebak terka
tegur sapa
tempik sorak
tenggang waktu
tindak tanduk
tingkah laku
tipu daya
tipu muslihat
titi mangsa
tolok ukur
tulus ikhlas
tumpah ruah
turut serta
tutur sapa
warta berita
yatim piatu
akal budi
akhir kelak
amal bakti
aman sejahtera
aman sentosa
aman tenteram
anak bini
anak buah
anak istri
arah tujuan
asal mula
asal usul
asam garam
asyik masyuk
babak belur
baca tulis
bea cukai
bebas rahasia
belajar mengajar
beradik berkakak
berakar berumbi
beras petas
biru lebam
budi bahasa
budi pekerti
cerah ceria
cerdas cermat
cerdas tangkas
cita rasa
cumbu rayu
darah daging
daya ikhtiar
daya upaya
daya usaha
doa restu
gagah berani
gagah perwira
harta benda
haru biru
hati nurani
hutan belukar
ilmu pengetahuan
intan permata
inti sari
iri dengki
isak tangis
jantung hati
jejak langkah
jerit tangis
kain baju
kaki tangan
kampung halaman
kaum keluarga
kaum kerabat
keamanan ketertiban
kelak kemudian
kembang biak
kering kerontang
kosong melompong
kurus kering
lagak lagu
lemah gemulai
lemah laun
lemah lembut
lemah lentur
lemah lunglai
lesu lemah
letih lesu
letih lisut
malapetaka
mata telinga
merdeka berdaulat
nafsu berahi
nenek moyang
nista umpat
nusa bangsa
padang belantara
pala wija
pangkat kedudukan
panjang lebar
pencak silat
periuk belanga
pinggan cawan
pokok pangkal
ratap tangis
rekayasa
rindu dendam
rukun damai
rumah tangga
suka baka
salah bebal
salam takzim
sama rata
samun sakal
sebar luas
segar bugar
seia sekata
seiring sejalan
sembah sujud
senasib sepenanggungan
sepak terjang
siap sedia
silang selisih
silang sengketa
simpang siur
sirih pinang
suci murni
sukarela
suku sakat
suri teladan
syak wasangka
takut-takut segan
tambal sulam
tanah air
tanggung jawab
taufik hidayat
teluk rantau
timbal balik
tinggi semampai
tugas kewajiban
tunjuk ajar
zakat fitrah
atas bawah
besar kecil
bongkar pasang
